Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
288,Swingup,4319.82,0.00,-3.92,0.00,0.003454,0.00
289,Swingup,4319.82,0.00,-3.92,0.00,0.003398,0.00
290,Swingup,4319.82,0.00,-3.92,0.00,0.003401,0.00
291,Swingup,4319.82,0.00,-3.92,0.00,0.003925,0.00
292,Swingup,4319.82,0.00,-3.92,0.00,0.003140,0.00
293,Swingup,4319.82,0.00,-3.92,0.00,0.003951,0.00
294,Swingup,4319.82,0.00,-3.92,0.00,0.003292,0.00
295,Swingup,4319.82,0.00,-3.92,0.00,0.003874,0.00
296,Swingup,4319.82,0.00,-3.92,0.00,0.003556,0.00
297,Swingup,4319.82,0.00,-3.92,0.00,0.003735,0.00
298,Swingup,4319.82,0.00,-3.92,0.00,0.003417,0.00
299,Swingup,4319.82,0.00,-3.92,0.00,0.003037,0.00
300,Swingup,4319.82,0.00,-3.92,0.00,0.003475,0.00
301,Balance,4319.82,0.00,-3.92,0.00,0.005984,-12.00
302,Balance,4319.82,0.00,-3.92,0.00,0.003802,-12.00
303,Balance,4319.82,0.00,-3.92,0.00,0.003551,-12.00
304,Balance,4319.47,-105.20,-4.44,-156.30,0.003327,-12.00
305,Balance,4319.12,-106.94,-4.80,-110.00,0.003273,-12.00
306,Balance,4318.41,-160.71,-5.50,-158.45,0.004418,-12.00
307,Balance,4317.53,-277.58,-6.38,-277.58,0.003170,-12.00
308,Balance,4316.30,-432.04,-7.61,-432.04,0.002847,-12.00
309,Balance,4315.07,-352.05,-8.84,-352.05,0.003494,-12.00
310,Balance,4313.49,-420.68,-10.25,-375.42,0.003756,-12.00
311,Balance,4311.73,-532.96,-12.18,-584.43,0.003302,-12.00
312,Balance,4309.62,-674.39,-14.11,-616.86,0.003129,-12.00
313,Balance,4307.51,-540.36,-16.22,-540.36,0.003905,-12.00
314,Balance,4305.05,-819.60,-18.68,-819.60,0.003001,-11.92
315,Balance,4302.59,-666.54,-20.97,-620.48,0.003691,-11.81
316,Balance,4299.78,-901.48,-23.78,-901.48,0.003117,-11.76
317,Balance,4296.97,-800.35,-26.42,-751.93,0.003511,-11.41
318,Balance,4293.98,-900.67,-29.41,-900.67,0.003320,-10.88
319,Balance,4291.34,-743.35,-32.04,-740.54,0.003551,-7.52
320,Balance,4288.18,-744.19,-35.03,-704.15,0.004246,-3.41
321,Balance,4284.84,-481.24,-38.19,-455.31,0.006940,-2.08
