Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
342,Swingup,17999.82,0.00,-0.93,0.00,0.002680,0.00
343,Swingup,17999.82,0.00,-0.93,0.00,0.002993,0.00
344,Swingup,17999.82,0.00,-0.93,0.00,0.003248,0.00
345,Swingup,17999.82,0.00,-0.93,0.00,0.003082,0.00
346,Swingup,17999.82,0.00,-0.93,0.00,0.002911,0.00
347,Swingup,17999.82,0.00,-0.93,0.00,0.003372,0.00
348,Swingup,17999.82,0.00,-0.93,0.00,0.002577,0.00
349,Swingup,17999.82,0.00,-0.93,0.00,0.003169,0.00
350,Swingup,17999.82,0.00,-0.93,0.00,0.003043,0.00
351,Swingup,17999.82,0.00,-0.93,0.00,0.003760,0.00
352,Swingup,17999.82,0.00,-0.93,0.00,0.003108,0.00
353,Swingup,17999.82,0.00,-0.93,0.00,0.002377,0.00
354,Swingup,17999.82,0.00,-0.93,0.00,0.002609,0.00
355,Swingup,17999.82,0.00,-0.93,0.00,0.002801,0.00
356,Swingup,17999.82,0.00,-0.93,0.00,0.002809,0.00
357,Swingup,17999.82,0.00,-0.93,0.00,0.003082,0.00
358,Swingup,17999.82,0.00,-0.93,0.00,0.004445,0.00
359,Swingup,17999.82,0.00,-0.93,0.00,0.001887,0.00
360,Swingup,17999.82,0.00,-0.93,0.00,0.002692,0.00
361,Swingup,17999.82,0.00,-0.93,0.00,0.005759,0.00
362,Swingup,17999.82,0.00,-0.93,0.00,0.003384,0.00
363,Swingup,17999.82,0.00,-0.93,0.00,0.003087,0.00
364,Swingup,17999.82,0.00,-0.93,0.00,0.002709,0.00
365,Swingup,17999.82,0.00,-0.93,0.00,0.003416,0.00
366,Swingup,17999.82,0.00,-0.93,0.00,0.002827,0.00
367,Swingup,17999.82,0.00,-0.93,0.00,0.003380,0.00
368,Swingup,17999.82,0.00,-0.93,0.00,0.003268,0.00
369,Swingup,17999.82,0.00,-0.93,0.00,0.002447,0.00
370,Swingup,17999.82,0.00,-0.93,0.00,0.003228,0.00
371,Swingup,17999.82,0.00,-0.93,0.00,0.003281,0.00
372,Swingup,17999.82,0.00,-0.93,0.00,0.002849,0.00
373,Swingup,17999.82,0.00,-0.93,0.00,0.002648,0.00
374,Swingup,17999.82,0.00,-0.93,0.00,0.002876,0.00
375,Swingup,17999.82,0.00,-0.93,0.00,0.002692,0.00
376,Swingup,17999.82,0.00,-0.93,0.00,0.003775,0.00
377,Swingup,17999.82,0.00,-0.93,0.00,0.002611,0.00
378,Swingup,17999.82,0.00,-0.93,0.00,0.002825,0.00
379,Swingup,17999.82,0.00,-0.93,0.00,0.003127,0.00
380,Swingup,17999.82,0.00,-0.93,0.00,0.002933,0.00
381,Balance,17999.82,0.00,-0.93,0.00,0.008054,-10.00
382,Balance,17999.82,0.00,-0.93,0.00,0.003459,-10.00
383,Balance,17999.82,0.00,-0.93,0.00,0.002761,-10.00
384,Balance,17999.64,-53.43,-1.10,-50.46,0.003369,-10.00
385,Balance,17999.47,-61.42,-1.46,-130.07,0.002768,-10.00
386,Balance,17998.94,-199.71,-1.81,-131.88,0.002654,-10.00
387,Balance,17998.41,-179.46,-2.33,-176.07,0.002953,-10.00
388,Balance,17997.89,-195.84,-3.04,-267.39,0.002655,-10.00
389,Balance,17997.01,-277.41,-3.74,-220.67,0.003172,-10.00
390,Balance,17996.13,-323.88,-4.62,-323.88,0.002717,-10.00
391,Balance,17994.90,-408.15,-5.67,-348.42,0.003014,-10.00
392,Balance,17993.84,-330.48,-6.91,-386.60,0.003207,-10.00
393,Balance,17992.26,-608.15,-8.31,-538.87,0.002598,-10.00
394,Balance,17990.85,-531.88,-9.72,-531.88,0.002651,-10.00
395,Balance,17989.27,-471.57,-11.30,-471.57,0.003350,-10.00
396,Balance,17987.51,-692.75,-13.06,-692.75,0.002541,-10.00
397,Balance,17985.76,-609.69,-14.82,-613.17,0.002870,-10.00
398,Balance,17984.00,-614.14,-16.57,-610.65,0.002866,-10.00
399,Balance,17982.07,-670.73,-18.33,-611.65,0.002877,-9.99
400,Balance,17980.13,-659.56,-20.44,-717.35,0.002941,-9.92
401,Balance,17977.85,-208.26,-22.55,-192.73,0.010948,-8.53
